id,name,category,price,stock
5011,clothing-5011,clothing,65.07,77
5012,books-5012,books,66.44,84
5013,home-5013,home,67.81,91
5014,toys-5014,toys,69.18,98
5015,food-5015,food,70.55,105
5016,electronics-5016,electronics,71.92,112
5017,clothing-5017,clothing,73.29,119
5018,books-5018,books,74.66,126
5019,home-5019,home,76.03,133
5020,toys-5020,toys,77.40,140
5021,food-5021,food,78.77,147
5022,electronics-5022,electronics,80.14,154
5023,clothing-5023,clothing,81.51,161
5024,books-5024,books,82.88,168
5025,home-5025,home,84.25,175
5026,toys-5026,toys,85.62,182
5027,food-5027,food,86.99,189
5028,electronics-5028,electronics,88.36,196
5029,clothing-5029,clothing,89.73,203
5030,books-5030,books,91.10,210
5031,home-5031,home,92.47,217
5032,toys-5032,toys,93.84,224
5033,food-5033,food,95.21,231
5034,electronics-5034,electronics,96.58,238
5035,clothing-5035,clothing,97.95,245
5036,books-5036,books,99.32,252
5037,home-5037,home,0.69,259
5038,toys-5038,toys,2.06,266
5039,food-5039,food,3.43,273
5040,electronics-5040,electronics,4.80,280
5041,clothing-5041,clothing,6.17,287
5042,books-5042,books,7.54,294
5043,home-5043,home,8.91,301
5044,toys-5044,toys,10.28,308
5045,food-5045,food,11.65,315
5046,electronics-5046,electronics,13.02,322
5047,clothing-5047,clothing,14.39,329
5048,books-5048,books,15.76,336
5049,home-5049,home,17.13,343
5050,toys-5050,toys,18.50,350
5051,food-5051,food,19.87,357
5052,electronics-5052,electronics,21.24,364
5053,clothing-5053,clothing,22.61,371
5054,books-5054,books,23.98,378
5055,home-5055,home,25.35,385
5056,toys-5056,toys,26.72,392
5057,food-5057,food,28.09,399
5058,electronics-5058,electronics,29.46,406
5059,clothing-5059,clothing,30.83,413
5060,books-5060,books,32.20,420
5061,home-5061,home,33.57,427
5062,toys-5062,toys,34.94,434
5063,food-5063,food,36.31,441
5064,electronics-5064,electronics,37.68,448
5065,clothing-5065,clothing,39.05,455
5066,books-5066,books,40.42,462
5067,home-5067,home,41.79,469
5068,toys-5068,toys,43.16,476
5069,food-5069,food,44.53,483
5070,electronics-5070,electronics,45.90,490
5071,clothing-5071,clothing,47.27,497
5072,books-5072,books,48.64,4
5073,home-5073,home,50.01,11
5074,toys-5074,toys,51.38,18
5075,food-5075,food,52.75,25
5076,electronics-5076,electronics,54.12,32
5077,clothing-5077,clothing,55.49,39
5078,books-5078,books,56.86,46
5079,home-5079,home,58.23,53
5080,toys-5080,toys,59.60,60
5081,food-5081,food,60.97,67
5082,electronics-5082,electronics,62.34,74
5083,clothing-5083,clothing,63.71,81
5084,books-5084,books,65.08,88
5085,home-5085,home,66.45,95
5086,toys-5086,toys,67.82,102
5087,food-5087,food,69.19,109
5088,electronics-5088,electronics,70.56,116
5089,clothing-5089,clothing,71.93,123
5090,books-5090,books,73.30,130
5091,home-5091,home,74.67,137
5092,toys-5092,toys,76.04,144
5093,food-5093,food,77.41,151
5094,electronics-5094,electronics,78.78,158
5095,clothing-5095,clothing,80.15,165
5096,books-5096,books,81.52,172
5097,home-5097,home,82.89,179
5098,toys-5098,toys,84.26,186
5099,food-5099,food,85.63,193
5100,electronics-5100,electronics,87.00,200
5101,clothing-5101,clothing,88.37,207
5102,books-5102,books,89.74,214
5103,home-5103,home,91.11,221
5104,toys-5104,toys,92.48,228
5105,food-5105,food,93.85,235
5106,electronics-5106,electronics,95.22,242
5107,clothing-5107,clothing,96.59,249
5108,books-5108,books,97.96,256
5109,home-5109,home,99.33,263
5110,toys-5110,toys,0.70,270
5111,food-5111,food,2.07,277
5112,electronics-5112,electronics,3.44,284
5113,clothing-5113,clothing,4.81,291
5114,books-5114,books,6.18,298
5115,home-5115,home,7.55,305
5116,toys-5116,toys,8.92,312
5117,food-5117,food,10.29,319
5118,electronics-5118,electronics,11.66,326
5119,clothing-5119,clothing,13.03,333
5120,books-5120,books,14.40,340
5121,home-5121,home,15.77,347
5122,toys-5122,toys,17.14,354
5123,food-5123,food,18.51,361
5124,electronics-5124,electronics,19.88,368
5125,clothing-5125,clothing,21.25,375
5126,books-5126,books,22.62,382
5127,home-5127,home,23.99,389
5128,toys-5128,toys,25.36,396
5129,food-5129,food,26.73,403
5130,electronics-5130,electronics,28.10,410
5131,clothing-5131,clothing,29.47,417
5132,books-5132,books,30.84,424
5133,home-5133,home,32.21,431
5134,toys-5134,toys,33.58,438
5135,food-5135,food,34.95,445
5136,electronics-5136,electronics,36.32,452
5137,clothing-5137,clothing,37.69,459
5138,books-5138,books,39.06,466
5139,home-5139,home,40.43,473
5140,toys-5140,toys,41.80,480
5141,food-5141,food,43.17,487
5142,electronics-5142,electronics,44.54,494
5143,clothing-5143,clothing,45.91,1
5144,books-5144,books,47.28,8
5145,home-5145,home,48.65,15
5146,toys-5146,toys,50.02,22
5147,food-5147,food,51.39,29
5148,electronics-5148,electronics,52.76,36
5149,clothing-5149,clothing,54.13,43
5150,books-5150,books,55.50,50
5151,home-5151,home,56.87,57
5152,toys-5152,toys,58.24,64
5153,food-5153,food,59.61,71
5154,electronics-5154,electronics,60.98,78
5155,clothing-5155,clothing,62.35,85
5156,books-5156,books,63.72,92
5157,home-5157,home,65.09,99
5158,toys-5158,toys,66.46,106
5159,food-5159,food,67.83,113
5160,electronics-5160,electronics,69.20,120
5161,clothing-5161,clothing,70.57,127
5162,books-5162,books,71.94,134
5163,home-5163,home,73.31,141
5164,toys-5164,toys,74.68,148
5165,food-5165,food,76.05,155
5166,electronics-5166,electronics,77.42,162
5167,clothing-5167,clothing,78.79,169
5168,books-5168,books,80.16,176
5169,home-5169,home,81.53,183
5170,toys-5170,toys,82.90,190
5171,food-5171,food,84.27,197
5172,electronics-5172,electronics,85.64,204
5173,clothing-5173,clothing,87.01,211
5174,books-5174,books,88.38,218
5175,home-5175,home,89.75,225
5176,toys-5176,toys,91.12,232
5177,food-5177,food,92.49,239
5178,electronics-5178,electronics,93.86,246
5179,clothing-5179,clothing,95.23,253
5180,books-5180,books,96.60,260
5181,home-5181,home,97.97,267
5182,toys-5182,toys,99.34,274
5183,food-5183,food,0.71,281
5184,electronics-5184,electronics,2.08,288
5185,clothing-5185,clothing,3.45,295
5186,books-5186,books,4.82,302
5187,home-5187,home,6.19,309
5188,toys-5188,toys,7.56,316
5189,food-5189,food,8.93,323
5190,electronics-5190,electronics,10.30,330
5191,clothing-5191,clothing,11.67,337
5192,books-5192,books,13.04,344
5193,home-5193,home,14.41,351
5194,toys-5194,toys,15.78,358
5195,food-5195,food,17.15,365
5196,electronics-5196,electronics,18.52,372
5197,clothing-5197,clothing,19.89,379
5198,books-5198,books,21.26,386
5199,home-5199,home,22.63,393
5200,toys-5200,toys,24.00,400
5201,food-5201,food,25.37,407
5202,electronics-5202,electronics,26.74,414
5203,clothing-5203,clothing,28.11,421
5204,books-5204,books,29.48,428
5205,home-5205,home,30.85,435
5206,toys-5206,toys,32.22,442
5207,food-5207,food,33.59,449
5208,electronics-5208,electronics,34.96,456
5209,clothing-5209,clothing,36.33,463
5210,books-5210,books,37.70,470
5211,home-5211,home,39.07,477
5212,toys-5212,toys,40.44,484
5213,food-5213,food,41.81,491
5214,electronics-5214,electronics,43.18,498
5215,clothing-5215,clothing,44.55,5
5216,books-5216,books,45.92,12
5217,home-5217,home,47.29,19
5218,toys-5218,toys,48.66,26
5219,food-5219,food,50.03,33
5220,electronics-5220,electronics,51.40,40
5221,clothing-5221,clothing,52.77,47
5222,books-5222,books,54.14,54
5223,home-5223,home,55.51,61
5224,toys-5224,toys,56.88,68
5225,food-5225,food,58.25,75
5226,electronics-5226,electronics,59.62,82
5227,clothing-5227,clothing,60.99,89
5228,books-5228,books,62.36,96
5229,home-5229,home,63.73,103
5230,toys-5230,toys,65.10,110
5231,food-5231,food,66.47,117
5232,electronics-5232,electronics,67.84,124
5233,clothing-5233,clothing,69.21,131
5234,books-5234,books,70.58,138
5235,home-5235,home,71.95,145
5236,toys-5236,toys,73.32,152
5237,food-5237,food,74.69,159
5238,electronics-5238,electronics,76.06,166
5239,clothing-5239,clothing,77.43,173
5240,books-5240,books,78.80,180
5241,home-5241,home,80.17,187
5242,toys-5242,toys,81.54,194
5243,food-5243,food,82.91,201
5244,electronics-5244,electronics,84.28,208
5245,clothing-5245,clothing,85.65,215
5246,books-5246,books,87.02,222
5247,home-5247,home,88.39,229
5248,toys-5248,toys,89.76,236
5249,food-5249,food,91.13,243
5250,electronics-5250,electronics,92.50,250
5251,clothing-5251,clothing,93.87,257
5252,books-5252,books,95.24,264
5253,home-5253,home,96.61,271
5254,toys-5254,toys,97.98,278
5255,food-5255,food,99.35,285
5256,electronics-5256,electronics,0.72,292
5257,clothing-5257,clothing,2.09,299
5258,books-5258,books,3.46,306
5259,home-5259,home,4.83,313
5260,toys-5260,toys,6.20,320
5261,food-5261,food,7.57,327
5262,electronics-5262,electronics,8.94,334
5263,clothing-5263,clothing,10.31,341
5264,books-5264,books,11.68,348
5265,home-5265,home,13.05,355
5266,toys-5266,toys,14.42,362
5267,food-5267,food,15.79,369
5268,electronics-5268,electronics,17.16,376
5269,clothing-5269,clothing,18.53,383
5270,books-5270,books,19.90,390
5271,home-5271,home,21.27,397
5272,toys-5272,toys,22.64,404
5273,food-5273,food,24.01,411
5274,electronics-5274,electronics,25.38,418
5275,clothing-5275,clothing,26.75,425
5276,books-5276,books,28.12,432
5277,home-5277,home,29.49,439
5278,toys-5278,toys,30.86,446
5279,food-5279,food,32.23,453
5280,electronics-5280,electronics,33.60,460
5281,clothing-5281,clothing,34.97,467
5282,books-5282,books,36.34,474
5283,home-5283,home,37.71,481
5284,toys-5284,toys,39.08,488
5285,food-5285,food,40.45,495
5286,electronics-5286,electronics,41.82,2
5287,clothing-5287,clothing,43.19,9
5288,books-5288,books,44.56,16
5289,home-5289,home,45.93,23
5290,toys-5290,toys,47.30,30
5291,food-5291,food,48.67,37
5292,electronics-5292,electronics,50.04,44
5293,clothing-5293,clothing,51.41,51
5294,books-5294,books,52.78,58
5295,home-5295,home,54.15,65
5296,toys-5296,toys,55.52,72
5297,food-5297,food,56.89,79
5298,electronics-5298,electronics,58.26,86
5299,clothing-5299,clothing,59.63,93
5300,books-5300,books,61.00,100
5301,home-5301,home,62.37,107
5302,toys-5302,toys,63.74,114
5303,food-5303,food,65.11,121
5304,electronics-5304,electronics,66.48,128
5305,clothing-5305,clothing,67.85,135
5306,books-5306,books,69.22,142
5307,home-5307,home,70.59,149
5308,toys-5308,toys,71.96,156
5309,food-5309,food,73.33,163
5310,electronics-5310,electronics,74.70,170
5311,clothing-5311,clothing,76.07,177
5312,books-5312,books,77.44,184
5313,home-5313,home,78.81,191
5314,toys-5314,toys,80.18,198
5315,food-5315,food,81.55,205
5316,electronics-5316,electronics,82.92,212
5317,clothing-5317,clothing,84.29,219
5318,books-5318,books,85.66,226
5319,home-5319,home,87.03,233
5320,toys-5320,toys,88.40,240
5321,food-5321,food,89.77,247
5322,electronics-5322,electronics,91.14,254
5323,clothing-5323,clothing,92.51,261
5324,books-5324,books,93.88,268
5325,home-5325,home,95.25,275
5326,toys-5326,toys,96.62,282
5327,food-5327,food,97.99,289
5328,electronics-5328,electronics,99.36,296
5329,clothing-5329,clothing,0.73,303
5330,books-5330,books,2.10,310
5331,home-5331,home,3.47,317
5332,toys-5332,toys,4.84,324
5333,food-5333,food,6.21,331
5334,electronics-5334,electronics,7.58,338
5335,clothing-5335,clothing,8.95,345
5336,books-5336,books,10.32,352
5337,home-5337,home,11.69,359
5338,toys-5338,toys,13.06,366
5339,food-5339,food,14.43,373
5340,electronics-5340,electronics,15.80,380
5341,clothing-5341,clothing,17.17,387
5342,books-5342,books,18.54,394
5343,home-5343,home,19.91,401
5344,toys-5344,toys,21.28,408
5345,food-5345,food,22.65,415
5346,electronics-5346,electronics,24.02,422
5347,clothing-5347,clothing,25.39,429
5348,books-5348,books,26.76,436
5349,home-5349,home,28.13,443
5350,toys-5350,toys,29.50,450
5351,food-5351,food,30.87,457
5352,electronics-5352,electronics,32.24,464
5353,clothing-5353,clothing,33.61,471
5354,books-5354,books,34.98,478
5355,home-5355,home,36.35,485
5356,toys-5356,toys,37.72,492
5357,food-5357,food,39.09,499
5358,electronics-5358,electronics,40.46,6
5359,clothing-5359,clothing,41.83,13
5360,books-5360,books,43.20,20
5361,home-5361,home,44.57,27
5362,toys-5362,toys,45.94,34
5363,food-5363,food,47.31,41
5364,electronics-5364,electronics,48.68,48
5365,clothing-5365,clothing,50.05,55
5366,books-5366,books,51.42,62
5367,home-5367,home,52.79,69
5368,toys-5368,toys,54.16,76
5369,food-5369,food,55.53,83
5370,electronics-5370,electronics,56.90,90
5371,clothing-5371,clothing,58.27,97
5372,books-5372,books,59.64,104
5373,home-5373,home,61.01,111
5374,toys-5374,toys,62.38,118
5375,food-5375,food,63.75,125
5376,electronics-5376,electronics,65.12,132
5377,clothing-5377,clothing,66.49,139
5378,books-5378,books,67.86,146
5379,home-5379,home,69.23,153
5380,toys-5380,toys,70.60,160
5381,food-5381,food,71.97,167
5382,electronics-5382,electronics,73.34,174
5383,clothing-5383,clothing,74.71,181
5384,books-5384,books,76.08,188
5385,home-5385,home,77.45,195
5386,toys-5386,toys,78.82,202
5387,food-5387,food,80.19,209
5388,electronics-5388,electronics,81.56,216
5389,clothing-5389,clothing,82.93,223
5390,books-5390,books,84.30,230
5391,home-5391,home,85.67,237
5392,toys-5392,toys,87.04,244
5393,food-5393,food,88.41,251
5394,electronics-5394,electronics,89.78,258
5395,clothing-5395,clothing,91.15,265
5396,books-5396,books,92.52,272
5397,home-5397,home,93.89,279
5398,toys-5398,toys,95.26,286
5399,food-5399,food,96.63,293
5400,electronics-5400,electronics,98.00,300
5401,clothing-5401,clothing,99.37,307
5402,books-5402,books,0.74,314
5403,home-5403,home,2.11,321
5404,toys-5404,toys,3.48,328
5405,food-5405,food,4.85,335
5406,electronics-5406,electronics,6.22,342
5407,clothing-5407,clothing,7.59,349
5408,books-5408,books,8.96,356
5409,home-5409,home,10.33,363
5410,toys-5410,toys,11.70,370
5411,food-5411,food,13.07,377
5412,electronics-5412,electronics,14.44,384
5413,clothing-5413,clothing,15.81,391
5414,books-5414,books,17.18,398
5415,home-5415,home,18.55,405
5416,toys-5416,toys,19.92,412
5417,food-5417,food,21.29,419
5418,electronics-5418,electronics,22.66,426
5419,clothing-5419,clothing,24.03,433
5420,books-5420,books,25.40,440
5421,home-5421,home,26.77,447
5422,toys-5422,toys,28.14,454
5423,food-5423,food,29.51,461
5424,electronics-5424,electronics,30.88,468
5425,clothing-5425,clothing,32.25,475
5426,books-5426,books,33.62,482
5427,home-5427,home,34.99,489
5428,toys-5428,toys,36.36,496
5429,food-5429,food,37.73,3
5430,electronics-5430,electronics,39.10,10
5431,clothing-5431,clothing,40.47,17
5432,books-5432,books,41.84,24
5433,home-5433,home,43.21,31
5434,toys-5434,toys,44.58,38
5435,food-5435,food,45.95,45
5436,electronics-5436,electronics,47.32,52
5437,clothing-5437,clothing,48.69,59
5438,books-5438,books,50.06,66
5439,home-5439,home,51.43,73
5440,toys-5440,toys,52.80,80
5441,food-5441,food,54.17,87
5442,electronics-5442,electronics,55.54,94
5443,clothing-5443,clothing,56.91,101
5444,books-5444,books,58.28,108
5445,home-5445,home,59.65,115
5446,toys-5446,toys,61.02,122
5447,food-5447,food,62.39,129
5448,electronics-5448,electronics,63.76,136
5449,clothing-5449,clothing,65.13,143
5450,books-5450,books,66.50,150
5451,home-5451,home,67.87,157
5452,toys-5452,toys,69.24,164
5453,food-5453,food,70.61,171
5454,electronics-5454,electronics,71.98,178
5455,clothing-5455,clothing,73.35,185
5456,books-5456,books,74.72,192
5457,home-5457,home,76.09,199
5458,toys-5458,toys,77.46,206
5459,food-5459,food,78.83,213
5460,electronics-5460,electronics,80.20,220
5461,clothing-5461,clothing,81.57,227
5462,books-5462,books,82.94,234
5463,home-5463,home,84.31,241
5464,toys-5464,toys,85.68,248
5465,food-5465,food,87.05,255
5466,electronics-5466,electronics,88.42,262
5467,clothing-5467,clothing,89.79,269
5468,books-5468,books,91.16,276
5469,home-5469,home,92.53,283
5470,toys-5470,toys,93.90,290
5471,food-5471,food,95.27,297
5472,electronics-5472,electronics,96.64,304
5473,clothing-5473,clothing,98.01,311
5474,books-5474,books,99.38,318
5475,home-5475,home,0.75,325
5476,toys-5476,toys,2.12,332
5477,food-5477,food,3.49,339
5478,electronics-5478,electronics,4.86,346
5479,clothing-5479,clothing,6.23,353
5480,books-5480,books,7.60,360
5481,home-5481,home,8.97,367
5482,toys-5482,toys,10.34,374
5483,food-5483,food,11.71,381
5484,electronics-5484,electronics,13.08,388
5485,clothing-5485,clothing,14.45,395
5486,books-5486,books,15.82,402
5487,home-5487,home,17.19,409
5488,toys-5488,toys,18.56,416
5489,food-5489,food,19.93,423
5490,electronics-5490,electronics,21.30,430
5491,clothing-5491,clothing,22.67,437
5492,books-5492,books,24.04,444
5493,home-5493,home,25.41,451
5494,toys-5494,toys,26.78,458
5495,food-5495,food,28.15,465
5496,electronics-5496,electronics,29.52,472
5497,clothing-5497,clothing,30.89,479
5498,books-5498,books,32.26,486
5499,home-5499,home,33.63,493
5500,toys-5500,toys,35.00,0
5501,food-5501,food,36.37,7
5502,electronics-5502,electronics,37.74,14
5503,clothing-5503,clothing,39.11,21
5504,books-5504,books,40.48,28
5505,home-5505,home,41.85,35
5506,toys-5506,toys,43.22,42
5507,food-5507,food,44.59,49
5508,electronics-5508,electronics,45.96,56
5509,clothing-5509,clothing,47.33,63
5510,books-5510,books,48.70,70
5511,home-5511,home,50.07,77
5512,toys-5512,toys,51.44,84
5513,food-5513,food,52.81,91
5514,electronics-5514,electronics,54.18,98
5515,clothing-5515,clothing,55.55,105
5516,books-5516,books,56.92,112
5517,home-5517,home,58.29,119
5518,toys-5518,toys,59.66,126
5519,food-5519,food,61.03,133
5520,electronics-5520,electronics,62.40,140
5521,clothing-5521,clothing,63.77,147
5522,books-5522,books,65.14,154
5523,home-5523,home,66.51,161
5524,toys-5524,toys,67.88,168
5525,food-5525,food,69.25,175
5526,electronics-5526,electronics,70.62,182
5527,clothing-5527,clothing,71.99,189
5528,books-5528,books,73.36,196
5529,home-5529,home,74.73,203
5530,toys-5530,toys,76.10,210
5531,food-5531,food,77.47,217
5532,electronics-5532,electronics,78.84,224
5533,clothing-5533,clothing,80.21,231
5534,books-5534,books,81.58,238
5535,home-5535,home,82.95,245
5536,toys-5536,toys,84.32,252
5537,food-5537,food,85.69,259
5538,electronics-5538,electronics,87.06,266
5539,clothing-5539,clothing,88.43,273
5540,books-5540,books,89.80,280
5541,home-5541,home,91.17,287
5542,toys-5542,toys,92.54,294
5543,food-5543,food,93.91,301
5544,electronics-5544,electronics,95.28,308
5545,clothing-5545,clothing,96.65,315
5546,books-5546,books,98.02,322
5547,home-5547,home,99.39,329
5548,toys-5548,toys,0.76,336
5549,food-5549,food,2.13,343
5550,electronics-5550,electronics,3.50,350
5551,clothing-5551,clothing,4.87,357
5552,books-5552,books,6.24,364
5553,home-5553,home,7.61,371
5554,toys-5554,toys,8.98,378
5555,food-5555,food,10.35,385
5556,electronics-5556,electronics,11.72,392
5557,clothing-5557,clothing,13.09,399
5558,books-5558,books,14.46,406
5559,home-5559,home,15.83,413
5560,toys-5560,toys,17.20,420
5561,food-5561,food,18.57,427
5562,electronics-5562,electronics,19.94,434
5563,clothing-5563,clothing,21.31,441
5564,books-5564,books,22.68,448
5565,home-5565,home,24.05,455
5566,toys-5566,toys,25.42,462
5567,food-5567,food,26.79,469
5568,electronics-5568,electronics,28.16,476
5569,clothing-5569,clothing,29.53,483
5570,books-5570,books,30.90,490
5571,home-5571,home,32.27,497
5572,toys-5572,toys,33.64,4
5573,food-5573,food,35.01,11
5574,electronics-5574,electronics,36.38,18
5575,clothing-5575,clothing,37.75,25
5576,books-5576,books,39.12,32
5577,home-5577,home,40.49,39
5578,toys-5578,toys,41.86,46
5579,food-5579,food,43.23,53
5580,electronics-5580,electronics,44.60,60
5581,clothing-5581,clothing,45.97,67
5582,books-5582,books,47.34,74
5583,home-5583,home,48.71,81
5584,toys-5584,toys,50.08,88
5585,food-5585,food,51.45,95
5586,electronics-5586,electronics,52.82,102
5587,clothing-5587,clothing,54.19,109
5588,books-5588,books,55.56,116
5589,home-5589,home,56.93,123
5590,toys-5590,toys,58.30,130
5591,food-5591,food,59.67,137
5592,electronics-5592,electronics,61.04,144
5593,clothing-5593,clothing,62.41,151
5594,books-5594,books,63.78,158
5595,home-5595,home,65.15,165
5596,toys-5596,toys,66.52,172
5597,food-5597,food,67.89,179
5598,electronics-5598,electronics,69.26,186
5599,clothing-5599,clothing,70.63,193
5600,books-5600,books,72.00,200
5601,home-5601,home,73.37,207
5602,toys-5602,toys,74.74,214
5603,food-5603,food,76.11,221
5604,electronics-5604,electronics,77.48,228
5605,clothing-5605,clothing,78.85,235
5606,books-5606,books,80.22,242
5607,home-5607,home,81.59,249
5608,toys-5608,toys,82.96,256
5609,food-5609,food,84.33,263
5610,electronics-5610,electronics,85.70,270
5611,clothing-5611,clothing,87.07,277
5612,books-5612,books,88.44,284
5613,home-5613,home,89.81,291
5614,toys-5614,toys,91.18,298
5615,food-5615,food,92.55,305
5616,electronics-5616,electronics,93.92,312
5617,clothing-5617,clothing,95.29,319
5618,books-5618,books,96.66,326
5619,home-5619,home,98.03,333
5620,toys-5620,toys,99.40,340
5621,food-5621,food,0.77,347
5622,electronics-5622,electronics,2.14,354
5623,clothing-5623,clothing,3.51,361
5624,books-5624,books,4.88,368
5625,home-5625,home,6.25,375
5626,toys-5626,toys,7.62,382
5627,food-5627,food,8.99,389
5628,electronics-5628,electronics,10.36,396
5629,clothing-5629,clothing,11.73,403
5630,books-5630,books,13.10,410
5631,home-5631,home,14.47,417
5632,toys-5632,toys,15.84,424
5633,food-5633,food,17.21,431
5634,electronics-5634,electronics,18.58,438
5635,clothing-5635,clothing,19.95,445
5636,books-5636,books,21.32,452
5637,home-5637,home,22.69,459
5638,toys-5638,toys,24.06,466
5639,food-5639,food,25.43,473
5640,electronics-5640,electronics,26.80,480
5641,clothing-5641,clothing,28.17,487
5642,books-5642,books,29.54,494
5643,home-5643,home,30.91,1
5644,toys-5644,toys,32.28,8
5645,food-5645,food,33.65,15
5646,electronics-5646,electronics,35.02,22
5647,clothing-5647,clothing,36.39,29
5648,books-5648,books,37.76,36
5649,home-5649,home,39.13,43
5650,toys-5650,toys,40.50,50
5651,food-5651,food,41.87,57
5652,electronics-5652,electronics,43.24,64
5653,clothing-5653,clothing,44.61,71
5654,books-5654,books,45.98,78
5655,home-5655,home,47.35,85
5656,toys-5656,toys,48.72,92
5657,food-5657,food,50.09,99
5658,electronics-5658,electronics,51.46,106
5659,clothing-5659,clothing,52.83,113
5660,books-5660,books,54.20,120
5661,home-5661,home,55.57,127
5662,toys-5662,toys,56.94,134
5663,food-5663,food,58.31,141
5664,electronics-5664,electronics,59.68,148
5665,clothing-5665,clothing,61.05,155
5666,books-5666,books,62.42,162
5667,home-5667,home,63.79,169
5668,toys-5668,toys,65.16,176
5669,food-5669,food,66.53,183
5670,electronics-5670,electronics,67.90,190
5671,clothing-5671,clothing,69.27,197
5672,books-5672,books,70.64,204
5673,home-5673,home,72.01,211
5674,toys-5674,toys,73.38,218
5675,food-5675,food,74.75,225
5676,electronics-5676,electronics,76.12,232
5677,clothing-5677,clothing,77.49,239
5678,books-5678,books,78.86,246
5679,home-5679,home,80.23,253
5680,toys-5680,toys,81.60,260
5681,food-5681,food,82.97,267
5682,electronics-5682,electronics,84.34,274
5683,clothing-5683,clothing,85.71,281
5684,books-5684,books,87.08,288
5685,home-5685,home,88.45,295
5686,toys-5686,toys,89.82,302
5687,food-5687,food,91.19,309
5688,electronics-5688,electronics,92.56,316
5689,clothing-5689,clothing,93.93,323
5690,books-5690,books,95.30,330
5691,home-5691,home,96.67,337
5692,toys-5692,toys,98.04,344
5693,food-5693,food,99.41,351
5694,electronics-5694,electronics,0.78,358
5695,clothing-5695,clothing,2.15,365
5696,books-5696,books,3.52,372
5697,home-5697,home,4.89,379
5698,toys-5698,toys,6.26,386
5699,food-5699,food,7.63,393
5700,electronics-5700,electronics,9.00,400
5701,clothing-5701,clothing,10.37,407
5702,books-5702,books,11.74,414
5703,home-5703,home,13.11,421
5704,toys-5704,toys,14.48,428
5705,food-5705,food,15.85,435
5706,electronics-5706,electronics,17.22,442
5707,clothing-5707,clothing,18.59,449
5708,books-5708,books,19.96,456
5709,home-5709,home,21.33,463
5710,toys-5710,toys,22.70,470
5711,food-5711,food,24.07,477
5712,electronics-5712,electronics,25.44,484
5713,clothing-5713,clothing,26.81,491
5714,books-5714,books,28.18,498
5715,home-5715,home,29.55,5
5716,toys-5716,toys,30.92,12
5717,food-5717,food,32.29,19
5718,electronics-5718,electronics,33.66,26
5719,clothing-5719,clothing,35.03,33
5720,books-5720,books,36.40,40
5721,home-5721,home,37.77,47
5722,toys-5722,toys,39.14,54
5723,food-5723,food,40.51,61
5724,electronics-5724,electronics,41.88,68
5725,clothing-5725,clothing,43.25,75
5726,books-5726,books,44.62,82
5727,home-5727,home,45.99,89
5728,toys-5728,toys,47.36,96
5729,food-5729,food,48.73,103
5730,electronics-5730,electronics,50.10,110
5731,clothing-5731,clothing,51.47,117
5732,books-5732,books,52.84,124
5733,home-5733,home,54.21,131
5734,toys-5734,toys,55.58,138
5735,food-5735,food,56.95,145
5736,electronics-5736,electronics,58.32,152
5737,clothing-5737,clothing,59.69,159
5738,books-5738,books,61.06,166
5739,home-5739,home,62.43,173
5740,toys-5740,toys,63.80,180
5741,food-5741,food,65.17,187
5742,electronics-5742,electronics,66.54,194
5743,clothing-5743,clothing,67.91,201
5744,books-5744,books,69.28,208
5745,home-5745,home,70.65,215
5746,toys-5746,toys,72.02,222
5747,food-5747,food,73.39,229
5748,electronics-5748,electronics,74.76,236
5749,clothing-5749,clothing,76.13,243
5750,books-5750,books,77.50,250
5751,home-5751,home,78.87,257
5752,toys-5752,toys,80.24,264
5753,food-5753,food,81.61,271
5754,electronics-5754,electronics,82.98,278
5755,clothing-5755,clothing,84.35,285
5756,books-5756,books,85.72,292
5757,home-5757,home,87.09,299
5758,toys-5758,toys,88.46,306
5759,food-5759,food,89.83,313
5760,electronics-5760,electronics,91.20,320
5761,clothing-5761,clothing,92.57,327
5762,books-5762,books,93.94,334
5763,home-5763,home,95.31,341
5764,toys-5764,toys,96.68,348
5765,food-5765,food,98.05,355
5766,electronics-5766,electronics,99.42,362
5767,clothing-5767,clothing,0.79,369
5768,books-5768,books,2.16,376
5769,home-5769,home,3.53,383
5770,toys-5770,toys,4.90,390
5771,food-5771,food,6.27,397
5772,electronics-5772,electronics,7.64,404
5773,clothing-5773,clothing,9.01,411
5774,books-5774,books,10.38,418
5775,home-5775,home,11.75,425
5776,toys-5776,toys,13.12,432
5777,food-5777,food,14.49,439
5778,electronics-5778,electronics,15.86,446
5779,clothing-5779,clothing,17.23,453
5780,books-5780,books,18.60,460
5781,home-5781,home,19.97,467
5782,toys-5782,toys,21.34,474
5783,food-5783,food,22.71,481
5784,electronics-5784,electronics,24.08,488
5785,clothing-5785,clothing,25.45,495
5786,books-5786,books,26.82,2
5787,home-5787,home,28.19,9
5788,toys-5788,toys,29.56,16
5789,food-5789,food,30.93,23
5790,electronics-5790,electronics,32.30,30
5791,clothing-5791,clothing,33.67,37
5792,books-5792,books,35.04,44
5793,home-5793,home,36.41,51
5794,toys-5794,toys,37.78,58
5795,food-5795,food,39.15,65
5796,electronics-5796,electronics,40.52,72
5797,clothing-5797,clothing,41.89,79
5798,books-5798,books,43.26,86
5799,home-5799,home,44.63,93
5800,toys-5800,toys,46.00,100
5801,food-5801,food,47.37,107
